Name;Sex;Event;Equipment;Age;AgeClass;BirthYearClass;Division;BodyweightKg;WeightClassKg;Squat1Kg;Squat2Kg;Squat3Kg;Squat4Kg;Best3SquatKg;Bench1Kg;Bench2Kg;Bench3Kg;Bench4Kg;Best3BenchKg;Deadlift1Kg;Deadlift2Kg;Deadlift3Kg;Deadlift4Kg;Best3DeadliftKg;TotalKg;Place;Dots;Wilks;Glossbrenner;Goodlift;Tested;Country;State;Federation;ParentFederation;Date;MeetCountry;MeetState;MeetTown;MeetName
Agáta Szturcová;F;SBD;Raw;27.5;24-34;24-39;Open;62.5;63;117.5;122.5;125;;125;70;72.5;75;;75;140;145;150;;150;350;3;378.27;378.16;333.96;76.97;Yes;;;CSST;IPF;2021-10-31;Czechia;;Plzeň;Mistrovství České republiky žen v klasickém silovém trojboji
Agáta Szturcová;F;SBD;Raw;27.5;24-34;24-39;Open;62.59;63;107.5;110;115;;115;62.5;67.5;70;;70;135;140;145;;145;330;1;356.34;356.17;314.53;72.50;Yes;;;CSST;IPF;2021-09-18;Czechia;;Svitavy;Mistrovství východních Čech mužů a žen v klasickém silovém trojboji
