Name;Sex;Event;Equipment;Age;AgeClass;BirthYearClass;Division;BodyweightKg;WeightClassKg;Squat1Kg;Squat2Kg;Squat3Kg;Squat4Kg;Best3SquatKg;Bench1Kg;Bench2Kg;Bench3Kg;Bench4Kg;Best3BenchKg;Deadlift1Kg;Deadlift2Kg;Deadlift3Kg;Deadlift4Kg;Best3DeadliftKg;TotalKg;Place;Dots;Wilks;Glossbrenner;Goodlift;Tested;Country;State;Federation;ParentFederation;Date;MeetCountry;MeetState;MeetTown;MeetName
Agustin Giupponi;M;SBD;Wraps;22;20-23;19-23;MJ;94;100;180;200;-215;;200;120;-140;;;120;220;230;250;;250;570;1;360.82;356.28;340.86;74.18;;;;FEPOA;GPC;2015-08-21;Argentina;;Cordoba;Torneo Nacional de Potencia
