name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Christin Nagy;christinnagy;None;None;BVDK;29.03.2019;Deutschland;W;34;115;60;145
Annamarija Husic;annamarijahusic;None;NRW;Germany-UA;09.11.2018;None;W;;132.5;85;145
René Trage;renetrage;None;None;GPU;02.05.2022;Deutschland;M;55;220;140;210
Mario Mecka;mariomecka;None;None;BVDK;30.10.2021;None;M;22;187.5;112.5;230
Pascal Riepe;pascalriepe;None;NRW;BVDK;24.06.2022;None;M;28;202.5;137.5;225
Mikail Sahin;mikailsahin;None;None;LFPH;03.04.2022;Deutschland;M;;162.5;127.5;200
Max Lüder;maxluder;None;BB;BVDK;12.09.2015;Deutschland;M;21;135;115;187.5
Denis Bielski;denisbielski;None;None;BVDK;19.09.2021;None;M;19;175;110;215
Sven Kühne;svenkuhne;None;BB;BVDK;19.09.2014;None;M;39;180;150;200
Christoph Spliteser;christophspliteser;None;None;UPC-Germany;31.03.2016;None;M;;205;120;237.5
Henrik Berg;henrikberg;None;NRW;BVDK;05.05.2018;Deutschland;M;;205;122.5;235
Marius Urbansky;mariusurbansky;None;None;BVDK;11.05.2019;None;M;21;210;132.5;260
Marcel Dahlbeck;marceldahlbeck;None;None;GDFPF;05.04.2015;Deutschland;M;27;195;150;240
Fabio Tomic;fabiotomic;None;HE;BVDK;20.05.2022;Deutschland;M;19;182.5;140;212.5
Baum Fabian;baumfabian;None;None;UPC-Germany;03.10.2015;None;M;;180;162.5;220
Matthias Weber;matthiasweber;None;BW;BVDK;22.09.2019;Deutschland;M;33;210;165;240
Maik Hollander;maikhollander;None;None;WDFPF;25.10.2019;Deutschland;M;52;190;185;230
Christian Abdullah;christianabdullah;None;None;BDFPF;12.10.2019;Deutschland;M;20;180;110;220
Pritzl Lothar;pritzllothar;None;None;UPC-Germany;03.10.2015;None;M;;216;125;210
Steffen Reisbach;steffenreisbach;None;None;UPC-Germany;27.03.2015;Deutschland;M;;185;147.5;220
Lukas Schweikert;lukasschweikert;None;HE;BVDK;20.05.2022;None;M;30;165;120;215
Marcel Bock;marcelbock;None;None;Germany-UA;19.12.2015;None;M;26;160;120;217.5
Patrick Ludwig;patrickludwig;None;SN;BVDK;29.04.2017;None;M;39;200;180;225
Paul Sykora;paulsykora;None;None;WDFPF;25.10.2019;Deutschland;M;19;160;132.5;212.5
Frank Acker;frankacker;None;NI;BVDK;28.04.2018;Deutschland;M;35;170;100;210
Robert Zeyda;robertzeyda;None;TH;BVDK;08.09.2018;Deutschland;M;27;182.5;125;200
Toni Scharf;tonischarf;None;BB;BVDK;12.09.2015;Deutschland;M;27;165;147.5;220
Tom Huschenbett;tomhuschenbett;None;None;UPC-Germany;01.03.2017;Deutschland;M;16;150;90;95
Bastian Blau;bastianblau;None;SN;BVDK;24.11.2018;None;M;21;170;125;215
Jonas Bausewein;jonasbausewein;None;None;BVDK;30.04.2021;None;M;23;205;122.5;240
Levent Polte;leventpolte;None;HE;Germany-UA;14.12.2019;None;M;25;200;120;235
Tuan Anh Nguyen;tuananhnguyen;None;BB;BVDK;19.09.2014;None;M;19;170;115;215
Oliver Schwarz;oliverschwarz;None;None;Germany-UA;17.12.2011;None;M;43;190;175;250
Matthias Wesner;matthiaswesner;None;None;Germany-UA;17.12.2011;None;M;;190;142.5;250
Stefan Bücker;stefanbucker;None;None;GPU;09.02.2019;None;M;30;190;132.5;220
Christine Groß;christinegross;None;None;BVDK;29.03.2019;Deutschland;W;39;115;87.5;157.5
Tetyana Holm;tetyanaholm;tanja_holm;NRW;BVDK;12.10.2019;Deutschland;W;37;145;85;145
Constanze Müller;constanzemuller;None;None;UPC-Germany;27.03.2015;None;W;;95;47.5;135
Pascal Stadler;pascalstadler;None;TH;BVDK;24.08.2019;None;M;23;140;105;195
Malibee Morgane Bendlin;malibeemorganebendlin;None;HE;BVDK;20.05.2022;None;W;18;117.5;65;117.5
John Dieter;johndieter;None;None;GPC;23.09.2013;Deutschland;M;57;172.5;115;205
Michael Wenig;michaelwenig;None;None;WUAP;17.06.2019;Deutschland;M;35;200;140;240
Andreas Walter;andreaswalter;None;BB;BVDK;03.09.2011;None;M;46;200;142.5;210
Karen Metzen;karenmetzen;None;SN;BVDK;10.10.2020;None;W;19;112.5;75;137.5
Maximilian Schmidt;maximilianschmidt;None;HE;BVDK;20.05.2022;None;M;28;185;112.5;210
Norbert Rosenkranz;norbertrosenkranz;None;BB;BVDK;03.09.2011;None;M;42;220;155;240
Maximilian Werner;maximilianwerner;None;None;GDFPF;26.03.2016;None;M;27;190;110;205
Dirk Surma;dirksurma;None;None;BVDK;29.03.2019;None;M;51;182.5;137.5;192.5
Andre Delavault;andredelavault;None;BW;BVDK;22.09.2019;None;M;;180;110;215
Kevin Keller;kevinkeller;None;NRW;BVDK;27.08.2016;Deutschland;M;20;175;115;190
Christoph Zabransky;christophzabransky;None;BY;BVDK;21.09.2019;None;M;20;190;132.5;220
Dorian Böer;dorianboer;None;NRW;BVDK;24.06.2022;None;M;23;177.5;107.5;225
Tim Glaser;timglaser;None;None;BVDK;19.09.2021;None;M;22;195;137.5;240
Stephanie Ils;stephanieils;None;HE;BVDK;20.05.2022;Deutschland;W;31;145;72.5;170
Anna-Lena Schneider;annalenaschneider;None;NRW;BVDK;01.12.2019;None;W;29;112.5;62.5;140
Julius Feierling-Rombach;juliusfeierlingrombach;None;BW;BVDK;11.11.2018;Deutschland;M;27;195;135;237.5
Gregory B. Gritzman;gregorybgritzman;None;None;IPL;18.10.2019;Deutschland;M;54;200;125;230
Jonas Hupp;jonashupp;None;BY;BVDK;26.10.2019;None;M;19;150;87.5;195
Arthur Martin;arthurmartin;None;BB;BVDK;15.06.2019;Deutschland;M;24;220;137.5;230
János Geerhardt;janosgeerhardt;None;None;BVDK;12.10.2017;Deutschland;M;49;172.5;112.5;225
Kasimir Forys;kasimirforys;None;HE;BVDK;27.09.2014;None;M;69;190;120;231
Marcel Ihme;marcelihme;None;None;BVDK;28.04.2019;None;M;25;225;165;245
Ludwig Opulski;ludwigopulski;None;None;BVDK;21.08.2022;None;M;;190;140;180
Florian Brandt;florianbrandt;None;None;GDFPF;05.04.2015;Deutschland;M;21;170;107.5;200
Benjamin Schwanke;benjaminschwanke;None;NRW;Germany-UA;04.10.2019;None;M;;172.5;137.5;255
Ben Braemer;benbraemer;None;NRW;BVDK;26.09.2020;None;M;16;205;140;240
Nick Scharnagl;nickscharnagl;None;NRW;BVDK;01.06.2019;None;M;21;180;117.5;220
Max Wiegand;maxwiegand;None;None;BVDK;25.10.2014;Deutschland;M;19;140;87.5;170.5
Thomas Roch;thomasroch;None;NRW;BVDK;01.12.2019;Deutschland;M;55;200;155;230
Roland Kurtz;rolandkurtz;None;None;Germany-UA;01.12.2009;Deutschland;M;41;200;160;240
Katja Weintritt;katjaweintritt;None;BW;BVDK;22.09.2019;None;W;;115;62.5;140
Maik Schwalenberg;maikschwalenberg;None;SH;UPC-Germany;20.10.2018;None;M;;175;135;200
Andreas Habel;andreashabel;None;None;Germany-UA;17.12.2011;None;M;;185;110;230
Leo Läßle;leolassle;None;None;UPC-Germany;31.03.2016;Deutschland;M;28;210;112.5;232.5
Jasper Schippmann;jasperschippmann;None;NRW;BVDK;24.06.2022;None;M;24;220;135;245
Svea Kürten;sveakurten;None;None;BVDK;30.10.2021;None;W;21;112.5;67.5;155
Julia Ruby;juliaruby;None;None;BVDK;29.09.2021;None;W;26;155;90;160
Andy Ellert;andyellert;None;NRW;Germany-UA;04.10.2019;None;M;;210;150;250
Henrik Grassel;henrikgrassel;None;HE;Germany-UA;14.12.2019;None;M;24;182.5;125;220
Daniel Janker;danieljanker;None;HE;Germany-UA;14.12.2019;None;M;27;192.5;115;215
Mirko Münch;mirkomunch;None;BY;BVDK;20.10.2018;None;M;20;165;110;200
Frieder Jüngling;friederjungling;None;None;BVDK;28.04.2019;None;M;29;210;140;240
Thomas Scherbluk;thomasscherbluk;None;BY;BVDK;26.10.2019;None;M;23;175;130;200
Michael Habermehl;michaelhabermehl;None;BW;BVDK;29.04.2017;None;M;19;180;110;205
Steffen Giesecke;steffengiesecke;None;None;WUAP;05.10.2016;Deutschland;M;45;140;105;190
Olivier Schütze;olivierschutze;None;None;GDFPF;31.03.2013;Deutschland;M;32;190;140;230
Andreas Zuther;andreaszuther;None;None;PAGermany;30.04.2016;Deutschland;M;57;190;135;200
Niko Schmidt;nikoschmidt;None;None;GDFPF;21.10.2017;Deutschland;M;43;210;120;250
Simon Hobelsberger;simonhobelsberger;None;BY;BVDK;14.05.2022;None;M;22;180;112.5;200
Jaxier Schubert;jaxierschubert;None;HE;Germany-UA;15.12.2018;None;M;22;187.5;117.5;235
Max Elbeshausen;maxelbeshausen;None;HE;BVDK;20.05.2022;None;M;28;200;115;225
Leon Peischard;leonpeischard;None;NRW;BVDK;24.06.2022;None;M;19;205;97.5;207.5
Irina Esperester;irinaesperester;None;NRW;BVDK;01.12.2019;None;W;32;125;75;137.5
Sebastian Vogelsberger;sebastianvogelsberger;None;None;BVDK;30.10.2021;None;M;31;200;122.5;237.5
Alexander Gegner;alexandergegner;None;NRW;BVDK;01.06.2019;None;M;30;172.5;120;210
Louis Christoph Zurek;louischristophzurek;None;NRW;BVDK;24.08.2019;None;M;18;180;105;185
Toni Griesam;tonigriesam;None;TH;BVDK;08.10.2016;None;M;30;187.5;135;210
Sebastian Gemmel;sebastiangemmel;None;TH;BVDK;02.02.2019;None;M;22;182.5;122.5;195
Anna Janz;annajanz;None;None;BVDK;14.08.2021;None;W;30;105;50;145
Wolfgang Zimmermann;wolfgangzimmermann;None;BY;BVDK;26.10.2019;None;M;50;170;180;250
Michel Sellhorn;michelsellhorn;None;NI;BVDK;16.11.2019;None;M;22;200;140;230
Björn Barkow;bjornbarkow;None;None;KDKS;27.09.2020;Deutschland;M;40;195;150;230
Eric Eckardt;ericeckardt;None;BY;BVDK;12.05.2018;Deutschland;M;24;160;125;220
Natalie Weber;natalieweber1;None;BY;BVDK;05.03.2022;Deutschland;W;25;140;100;155
Calin Eschenasy;calineschenasy;None;None;WPF;10.11.2017;Deutschland;M;61;167.5;100;212.5
Björn Grochotzki;bjorngrochotzki;None;BB;BVDK;12.09.2015;Deutschland;M;26;195;135;200
Terry Fichte;terryfichte;None;None;GDFPF;26.03.2016;None;M;26;175;140;215
Bastian Ederer;bastianederer;None;None;WUAP;13.06.2017;Deutschland;M;37;250;130;247.5
Nils Reiher;nilsreiher;nils_rei;NRW;BVDK;24.06.2022;None;M;20;177.5;115;245
Selin Gencer;selingencer;None;None;GPU;31.07.2021;Deutschland;W;;110;52.5;155
Fabrizio Quensel;fabrizioquensel;None;None;BVDK;12.10.2017;Deutschland;M;51;160;110;237.5
Ajlouni Amer;ajlouniamer;None;HE;BVDK;08.10.2016;None;M;34;215;170;235
Marvin Guth;marvinguth;None;NRW;BVDK;16.04.2016;None;M;20;150;105;200
Patrick Moebius;patrickmoebius;None;HE;Germany-UA;15.12.2018;None;M;27;200;145;255
Udo Thielking;udothielking;None;None;EPF;06.03.2018;Deutschland;M;56;205;170;240
Robert Zaiser;robertzaiser;None;NRW;Germany-UA;04.10.2019;None;M;;200;160;260
Zoran Kovacevic;zorankovacevic;None;None;GDFPF;26.03.2016;None;M;19;210;137.5;220
Anja Schumacher;anjaschumacher;None;NRW;BVDK;24.06.2022;None;W;31;112.5;72.5;127.5
Ruben Amon;rubenamon;None;BY;BVDK;20.10.2018;None;M;18;177.5;120;210
Uwe Billig;uwebillig;None;TH;BVDK;30.11.2019;None;M;46;200;135;227.5
Daniel Vancik;danielvancik;None;NRW;BVDK;16.04.2016;None;M;26;175;135;200
Marc Gerecke;marcgerecke;None;SN;BVDK;24.11.2018;None;M;25;225;150;220
Bianka Koza;biankakoza;None;BY;BVDK;23.10.2021;None;W;;132.5;75;160
Susann Cichon;susanncichon;None;BW;BVDK;29.04.2017;Deutschland;W;29;95;60;145
David Doll;daviddoll;None;None;BVDK;10.04.2022;Deutschland;M;19;170;105;195
Günter Runniger;gunterrunniger;None;None;Germany-UA;01.12.2005;Deutschland;M;53;167.5;125;210
Max Bartz;maxbartz;None;NRW;Germany-UA;09.11.2018;None;M;;205;115;230
Nicolas Siegismund;nicolassiegismund;None;None;PAGermany;28.04.2017;Deutschland;M;20;160;75;200
Natalie Müller;nataliemuller;None;SN;BVDK;10.10.2020;None;W;19;105;57.5;150
Lukas Rimpl;lukasrimpl;None;HE;Germany-UA;15.12.2018;None;M;18;175;112.5;212.5
Kristian Gottfried;kristiangottfried;None;NRW;BVDK;01.12.2019;None;M;19;195;115;245
Arian Simeon Leonhardtsberger;ariansimeonleonhardtsberger;None;None;BVDK;10.04.2022;Deutschland;M;18;195;122.5;220
Jesper Brand;jesperbrand;None;NI;BVDK;24.07.2021;None;M;21;215;145;210
Carlos Marengo;carlosmarengo;None;NI;BVDK;16.11.2019;None;M;24;220;135;240
Simon Wetzel;simonwetzel;None;HH;Germany-UA;01.09.2017;None;M;;170;122.5;240
Alexander Breining;alexanderbreining;None;HE;BVDK;10.06.2017;Deutschland;M;17;200;112.5;200
Marlies Winkel;marlieswinkel;None;NRW;BVDK;24.06.2022;Deutschland;W;64;96;65;140
Selina Förderer;selinaforderer;None;None;GPU;09.02.2019;Deutschland;W;28;117.5;55;137.5
Lina Livdane;linalivdane;None;None;BVDK;29.09.2021;None;W;33;97.5;57.5;125
Kai Gißler;kaigissler;None;None;WUAP-Germany;06.05.2022;Deutschland;M;51;190;120;220
Arian Esmaeili;arianesmaeili;None;BB;BVDK;16.09.2016;Deutschland;M;17;160;107.5;230
Rebecca Fetz;rebeccafetz;None;None;BVDK;21.08.2022;None;W;27;115;55;145
Ilona Dimow;ilonadimow;None;NI;BVDK;16.11.2019;None;W;32;135;67.5;142.5
Johannes Schiller;johannesschiller;None;BY;GDFPF;13.10.2018;None;M;27;190;132.5;207.5
Nick Zimmermann;nickzimmermann;None;NRW;BVDK;24.06.2022;None;M;23;180;125;212.5
Daina Kalnina;dainakalnina;None;NRW;Germany-UA;04.10.2019;None;W;;105;55;137.5
Tim Ebeling;timebeling;None;NI;BVDK;16.11.2019;None;M;21;220;137.5;235
Markus Fesenmayr;markusfesenmayr;None;None;UPC-Germany;31.03.2016;None;M;;185;100;215
Zoe Delia Vissers;zoedeliavissers;None;HE;BVDK;17.08.2019;None;W;18;125;75;132.5
Dario Knierim;darioknierim;None;HE;BVDK;20.05.2022;None;M;21;200;155;200
Daniel Webb;danielwebb;None;None;GDFPF;16.10.2021;None;M;39;175;107.5;185
Lisa Schlagbauer;lisaschlagbauer;None;BY;BVDK;20.10.2018;Deutschland;W;21;115;65;135
Lothar Erben;lotharerben;None;None;Germany-UA;09.12.2006;None;M;;195;145;212.5
Johann Grandl;johanngrandl;None;SN;BVDK;28.04.2018;None;M;44;220;160;240
Fabian Haberer;fabianhaberer;None;BY;BVDK;23.10.2021;Deutschland;M;22;207.5;127.5;230
Sebastian Adler;sebastianadler;None;BW;BVDK;22.09.2019;None;M;;160;105;235
Fyodor Luca Fomichev;fyodorlucafomichev;None;None;BVDK;30.10.2021;None;M;17;175;122.5;205
Christoph Koch;christophkoch;None;TH;BVDK;07.10.2017;None;M;22;170;155;210
Moritz Hensch;moritzhensch;None;BW;BVDK;29.04.2017;None;M;22;142.5;130;210
Lucas Strubel;lucasstrubel;None;None;WPF;10.11.2017;Deutschland;M;20;200;125;225
Andreas Scherbart;andreasscherbart;None;None;BVDK;30.06.2018;None;M;46;207.5;150;225
Akbar Azadidoust;akbarazadidoust;None;MV;BVDK;21.09.2018;None;M;40;150;130;185
Nadine Bisior;nadinebisior;None;NRW;BVDK;16.04.2016;Deutschland;W;27;115;60;150
Moritz Mader;moritzmader;None;NRW;Germany-UA;09.11.2018;None;M;21;215;122.5;230
Martin Kries;martinkries;None;MV;UPC-Germany;05.05.2018;Deutschland;M;32;190;170;210
Avra Anney Vassilopoulou;avraanneyvassilopoulou;None;None;BVDK;19.09.2021;None;W;21;125;67.5;142.5
Thomas Heidenreich;thomasheidenreich;None;NRW;BVDK;09.12.2018;Deutschland;M;48;170;150;230
Mikey Steffen Born;mikeysteffenborn;None;HE;BVDK;02.11.2019;None;M;26;205;145;240
Thomas Beume;thomasbeume;None;NRW;Germany-UA;09.11.2018;None;M;;175;90;200
Jan Oppenberg;janoppenberg;None;NRW;BVDK;27.08.2016;Deutschland;M;20;192.5;105;205
Lenard Masuch;lenardmasuch;None;None;GDFPF;21.10.2017;None;M;31;160;120;190
Louis Noerenberg;louisnoerenberg;None;HE;BVDK;12.05.2018;Deutschland;M;25;190;137.5;235
Adrian Rothfels;adrianrothfels;None;HE;Germany-UA;17.12.2016;None;M;20;200;140;230
Felix Boenicke;felixboenicke;None;None;WUAP;13.06.2017;Deutschland;M;22;190;145;220
Justin Dorn;justindorn;None;HE;BVDK;20.05.2022;None;M;24;175;115;210
Florian Stevens;florianstevens;None;NRW;BVDK;01.12.2019;None;M;27;197.5;122.5;212.5
Nils Glaese;nilsglaese;None;NI;BVDK;28.04.2018;Deutschland;M;25;182.5;122.5;232.5
Danny Preiß;dannypreiss;None;BB;BVDK;19.09.2014;None;M;16;215;102.5;225
Felix Otte;felixotte;None;NRW;BVDK;06.05.2017;Deutschland;M;;200;112.5;230
Volker Bauer;volkerbauer;None;HE;BVDK;30.09.2017;None;M;20;180;125;240
Christian Bongers;christianbongers;None;HE;Germany-UA;16.12.2017;None;M;26;185;115;210
Tobias Fröhlke;tobiasfrohlke;None;HE;Germany-UA;14.12.2019;None;M;27;190;145;227.5
Hanno Heinrich;hannoheinrich;None;None;GDFPF;16.10.2021;None;M;32;212.5;120;230
Paul Sochiera;paulsochiera;None;NRW;BVDK;10.10.2021;None;M;21;200;130;220
Angelina Kluczniok;angelinakluczniok;None;SH;UPC-Germany;10.02.2018;Deutschland;W;16;105;65;112.5
Ha Pham Viet;haphamviet;None;NRW;Germany-UA;04.10.2019;Deutschland;W;25;100;62.5;145
Nadja Konradi;nadjakonradi;None;HE;BVDK;02.11.2019;None;W;24;120;55;130
Mathias Kneißl;mathiaskneissl;None;TH;BVDK;24.02.2018;None;M;39;200;155;210
Harald Paul;haraldpaul;None;None;IPF;14.06.2017;Deutschland;M;62;220.5;165;220
David Sigle;davidsigle;None;BY;BVDK;20.10.2018;None;M;17;162.5;130;202.5
Jona Cabot;jonacabot;None;BW;BVDK;22.09.2019;None;M;;172.5;125;232.5
Carolin Zamzow;carolinzamzow;None;BB;BVDK;15.06.2019;None;W;31;102.5;70;122.5
Laura Köhler;laurakohler;None;BB;BVDK;23.06.2018;Deutschland;W;23;120;65;127.5
Patrick Jäggi;patrickjaggi;None;None;Germany-UA;19.12.2015;None;M;28;202.5;130;240
Dominik Gaurilavas;dominikgaurilavas;None;None;Germany-UA;21.12.2013;None;M;35;170;125;190
Lena Müller;lenamuller;None;TH;BVDK;30.11.2019;None;W;21;135;60;145
Karin Reingruber;karinreingruber;None;SN;UPC-Germany;08.03.2018;None;W;23;106;57.5;127.5
Yanneck Strohl;yanneckstrohl;None;HE;BVDK;12.05.2018;Deutschland;M;21;145;130;225
Roland Schneider;rolandschneider;None;None;WPU;14.11.2013;Deutschland;M;40;180;100;190
Patrik Arapoglu;patrikarapoglu;None;None;BVDK;12.10.2017;Deutschland;M;19;192.5;107.5;205
Rebekka Thomas;rebekkathomas;None;None;GPU;01.02.2020;Deutschland;W;30;135;70;155
Timon Rahmann;timonrahmann;None;NRW;BVDK;25.04.2015;None;M;26;200;147.5;210
Kathatina Brening;kathatinabrening;None;IL;WUAP;17.10.2019;Deutschland;W;;130;67.5;110
Maximilian Wille;maximilianwille;None;NRW;BVDK;24.06.2022;None;M;28;205;130;220
Maximilian Sell;maximiliansell;None;HH;Germany-UA;01.09.2017;None;M;23;202.5;107.5;220
Can Savci;cansavci;chalky.can;BW;BVDK;18.12.2021;None;M;22;185;140;235
Toby Barnes;tobybarnes;None;None;GPU;31.07.2021;Deutschland;M;;200;130;220
Eveline Ludwig;evelineludwig;None;NI;BVDK;16.11.2019;None;W;23;117.5;65;132.5
Maximilian Haas;maximilianhaas;None;HE;Germany-UA;16.12.2017;None;M;18;160;127.5;200
Tasia-Jana Wagner;tasiajanawagner;None;None;BVDK;29.09.2021;Deutschland;W;35;152.5;80;192.5
Jork Reiter;jorkreiter;None;None;PAGermany;28.04.2017;Deutschland;M;51;190;125;265
Benjamin Hofmann;benjaminhofmann;None;HE;BVDK;30.09.2017;None;M;32;222.5;150;227.5
Sebastian Klügel;sebastianklugel;None;BB;BVDK;16.09.2016;Deutschland;M;39;225;165;240
Frank Heindl;frankheindl;None;None;BVDK;11.05.2019;None;M;47;180;140;230
Daniel Müller;danielmuller1;None;None;BVDK;10.04.2022;Deutschland;M;29;160;145;225
Thomas Lautenschläger;thomaslautenschlager;None;None;Germany-UA;15.12.2012;None;M;;155;120;220
Stephan Wiedenbein;stephanwiedenbein;None;None;GPU;16.04.2016;None;M;;170;132.5;215
Esther Ehrlicher;estherehrlicher;None;BB;BVDK;04.10.2013;None;W;37;90;50;135
Carmen Helena Borrmann;carmenhelenaborrmann;None;BW;BVDK;22.09.2019;None;W;;110;62.5;142.5
Tom Albrecht;tomalbrecht;None;None;BVDK;12.10.2017;None;M;23;190;142.5;215
Felix Buchmeyer;felixbuchmeyer;None;ST;BVDK;17.10.2020;None;M;19;195;115;222.5
Alexan Altenbeck;alexanaltenbeck;None;None;Germany-UA;09.12.2006;None;M;;190;145;200
Lydia Schneider-Reuter;lydiaschneiderreuter;None;NRW;Germany-UA;04.10.2019;None;W;23;137.5;80;150
Milad Saghi;miladsaghi;None;NRW;BVDK;24.06.2022;None;M;22;202.5;165;220
Verena Fischer;verenafischer;fraeulein_fischer;None;BVDK;21.08.2022;Deutschland;W;34;90;57.5;130
Pascal Mertin;pascalmertin;None;MV;BVDK;29.09.2018;None;M;24;220;155;260
Viktor Bracht;viktorbracht;None;BY;BVDK;26.10.2019;Deutschland;M;58;205;107.5;210
Ruben Gerold;rubengerold;None;HE;Germany-UA;14.12.2019;None;M;26;180;135;210
Petra Hoffman;petrahoffman;None;None;WPU;14.10.2016;Deutschland;W;35;181;90;175
Annika Rink;annikarink;None;HE;BVDK;20.05.2022;None;W;21;130;62.5;147.5
Erik Ristov;erikristov;None;BB;BVDK;12.09.2015;Deutschland;M;19;175;105;210
Sven Lange;svenlange;None;None;BVDK;11.05.2019;Deutschland;M;38;185;180;230
Tjark Wehe;tjarkwehe;None;None;BVDK;19.09.2021;None;M;17;182.5;105;212.5
Michael Hafner;michaelhafner1;None;None;BVDK;21.07.2019;None;M;28;225;130;220
Romy Schreiber;romyschreiber;None;None;Germany-UA;01.12.2005;Deutschland;W;25;105;55;145
Frederik Straub;frederikstraub;None;BY;BVDK;12.05.2018;Deutschland;M;22;180;127.5;220
Kevin Mahling;kevinmahling;None;HE;Germany-UA;14.04.2019;None;M;23;225;140;225
Dennis Rohmann;dennisrohmann;None;None;BVDK;09.09.2017;Deutschland;M;24;205;160;240
Mohammad Iqbal;mohammadiqbal;None;HE;Germany-UA;16.12.2017;None;M;30;160;120;215
Sebastian Stockerl;sebastianstockerl;None;None;UPC-Germany;31.03.2016;None;M;;175;125;250
David Schnarr;davidschnarr;None;None;Germany-UA;01.12.2007;None;M;;180;145;210
Stephan Eiler;stephaneiler;None;BY;BVDK;23.10.2021;None;M;;215;122.5;250
Christoph Gerbatsch;christophgerbatsch;None;None;UPC-Germany;01.03.2017;None;M;;215;135;212.5
Sebastian Koch;sebastiankoch;None;None;Germany-UA;01.12.2009;None;M;;200;140;225
Rustam Hadschi;rustamhadschi;None;None;BVDK;11.05.2019;Deutschland;M;19;160;105;180
Karl-Heinz Volkmann;karlheinzvolkmann;None;BY;GDFPF;13.10.2018;None;M;52;217.5;135;240
Anastasia Zinchenko;anastasiazinchenko;None;TX;USPA;03.06.2017;Deutschland;W;31;112.5;75;137.5
Jan Köpper;jankopper;None;NI;BVDK;09.04.2016;None;M;38;155;147.5;200
Felix Wilke;felixwilke;None;NI;BVDK;16.11.2019;None;M;30;190;120;235
Julian Abromeit;julianabromeit;None;BY;BVDK;26.10.2019;None;M;18;185;120;225
Martin Pass;martinpass;None;BY;BVDK;20.10.2018;Deutschland;M;22;207.5;117.5;200
Julius Lamp;juliuslamp;None;None;BVDK;11.05.2019;None;M;17;207.5;115;200
Frank Hausburg;frankhausburg;None;NRW;BVDK;15.07.2022;Deutschland;M;51;175;120;230
Sara Wagner;sarawagner;None;HE;BVDK;20.05.2022;None;W;20;115;55;142.5
Heike Reichenauer;heikereichenauer;None;None;BVDK;29.03.2019;Deutschland;W;25;120;72.5;142.5
Tim Havers;timhavers;None;NRW;BVDK;24.06.2022;None;M;27;170;115;210
Daniel Löwen;daniellowen;None;None;BVDK;29.09.2021;None;M;30;145;115;170
Katarina Brening;katarinabrening;None;IL;WUAP;08.10.2015;Deutschland;W;;120;60;125
Zoé Vissers;zoevissers;None;NRW;Germany-UA;04.10.2019;None;W;;120;77.5;130
Peter Schimko;peterschimko;None;NRW;BVDK;05.05.2018;Deutschland;M;34;192.5;112.5;200
Alicia d'Arragon;aliciadarragon;None;NI;BVDK;16.11.2019;None;W;23;120;67.5;162.5
Sascha Wege;saschawege;None;None;GDFPF;05.04.2015;None;M;34;175;150;255
Sebastian Dobihal;sebastiandobihal;None;NRW;BVDK;06.09.2014;None;M;28;180;100;215
Alexander Kolasa;alexanderkolasa;None;HH;Germany-UA;01.09.2017;None;M;;175;130;215
Klara Haspel;klarahaspel;None;None;BVDK;19.09.2021;None;W;16;125;83;140
Nadine Wentz;nadinewentz;None;None;WPF;02.11.2018;Deutschland;W;30;120;65;160
Matthias Scholz;matthiasscholz;None;TH;BVDK;02.02.2019;Deutschland;M;35;235;172.5;220
Joe Kasper;joekasper;None;None;BVDK;14.08.2021;None;M;29;180;107.5;210
Adrian Famula;adrianfamula;None;NRW;BVDK;10.10.2021;None;M;22;175;122.5;230
Daniel Hoffmann;danielhoffmann;None;HE;BVDK;02.11.2019;Deutschland;M;29;175;110;215
Karsten Dähling;karstendahling;None;None;BVDK;12.10.2017;Deutschland;M;43;210;142.5;230
Ali Ahmed Shams A Idin;aliahmedshamsaidin;None;None;BVDK;14.08.2021;None;M;29;190;105;225
Alexander Speiß;alexanderspeiss;None;HE;BVDK;20.05.2022;None;M;28;180;110;205
