name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Sarah Hoffmann;sarahhoffmann;None;None;GPU;02.05.2022;Germany;F;25;198.4;121.2;220.4
Mario Albrecht;marioalbrecht;None;NRW;Germany-UA;09.11.2018;None;M;0;319.6;225.9;347.2
Lukas Schütterle;lukasschutterle;None;BW;BVDK;18.12.2021;Germany;M;25;198.4;170.8;297.6
Rabiya Abazi;rabiyaabazi;None;BY;GDFPF;13.10.2018;None;F;26;214.9;93.7;270
Raoul Levin Korbjuhn;raoullevinkorbjuhn;None;HE;BVDK;20.05.2022;None;M;19;319.6;209.4;385.8
Lukas Teisakowski;lukasteisakowski;None;None;GDFPF;05.04.2015;None;M;18;330.7;220.4;440.9
Judith Höpfner;judithhopfner;None;None;BVDK;12.10.2017;Germany;F;22;192.9;143.3;220.4
Ohle Olaf Schmugge;ohleolafschmugge;None;BB;BVDK;16.09.2016;Germany;M;51;308.6;297.6;440.9
Markus Höberle;markushoberle;None;None;GRAWA;10.09.2011;None;M;0;314.1;0;446.4
Thorben Heinle;thorbenheinle;None;NRW;BVDK;08.09.2018;Germany;M;0;308.6;203.9;374.8
Andreas Proske;andreasproske;None;BW;BVDK;22.09.2019;None;M;0;330.7;203.9;374.8
Sebastian Förster;sebastianforster;None;BB;BVDK;03.09.2011;None;M;24;286.6;198.4;363.7
Julia Wolfschmitt;juliawolfschmitt;None;None;GDFPF;26.03.2016;None;F;21;181.8;115.7;220.4
Matthäus Pilot;matthauspilot;None;None;UPC-Germany;03.10.2015;None;M;28;352.7;187.4;429.9
Mathias Erdmann;mathiaserdmann;None;None;BVDK;12.10.2017;None;M;27;319.6;286.6;374.8
Domicela Poplawski;domicelapoplawski;None;NRW;BVDK;24.08.2019;None;F;34;187.4;115.7;231.5
Hanna Sophie Reuter;hannasophiereuter;None;BB;BVDK;12.09.2015;Germany;F;16;231.5;115.7;237
Janka-Maria Lohr;jankamarialohr;None;None;BVDK;28.04.2019;None;F;21;214.9;110.2;259
Sven Fischer;svenfischer;None;HE;Germany-UA;16.12.2017;Germany;M;29;308.6;220.4;363.7
Hannes Reyer;hannesreyer;None;None;Germany-UA;01.12.2009;None;M;0;264.5;237;385.8
Simon Terhorst;simonterhorst;None;NRW;BVDK;06.05.2017;Germany;M;0;308.6;253.5;396.8
Gabriel Bergmaier;gabrielbergmaier;None;None;Germany-UA;17.12.2011;None;M;26;330.7;209.4;396.8
Reno Karkuschke;renokarkuschke;None;NV;WPC;06.11.2012;Germany;M;44;225.9;214.9;308.6
Leitha Matz;leithamatz;None;BE;Germany-UA;05.10.2015;None;F;0;187.4;110.2;253.5
Drago Siegert;dragosiegert;None;BB;BVDK;15.06.2019;None;M;14;330.7;242.5;341.7
Ricarda Seide;ricardaseide;None;None;BVDK;25.07.2021;None;F;26;198.4;115.7;253.5
Laura Sophie Hauer;laurasophiehauer;None;None;GDFPF;26.03.2016;None;F;18;181.8;126.7;198.4
Alexandra Sobolewski;alexandrasobolewski;None;BW;BVDK;18.12.2021;None;F;23;220.4;93.7;286.6
Hamid Jadali;hamidjadali;None;None;BVDK;30.06.2018;None;M;17;264.5;181.8;308.6
Sergej Neufeld;sergejneufeld;None;NI;BVDK;28.04.2018;Germany;M;44;308.6;192.9;418.8
Epi Maria Riehm;epimariariehm;None;TH;BVDK;24.08.2019;None;F;14;170.8;121.2;231.5
Andreas Anipkin;andreasanipkin;None;BB;BVDK;12.09.2015;Germany;M;15;270;220.4;374.8
Ökcu Mazlum;okcumazlum;None;None;Germany-UA;15.12.2012;None;M;22;264.5;209.4;407.8
Sven Schöberlein;svenschoberlein;None;MV;BVDK;21.09.2018;Germany;M;41;407.8;292.1;385.8
Irina Grandl;irinagrandl;None;None;BVDK;28.04.2019;None;F;45;203.9;88.1;248
Margrit Kruse;margritkruse;None;MV;UPC-Germany;05.10.2019;None;F;0;225.9;104.7;253.5
Andreas Machann;andreasmachann;None;None;WUAP;17.06.2019;Germany;M;41;242.5;220.4;418.8
Vivian Koch;viviankoch;None;HE;BVDK;10.06.2017;None;F;16;209.4;99.2;281.1
Dr Martin Holfeld;drmartinholfeld;None;None;BVDK;29.08.2021;Germany;M;57;270;209.4;292.1
Amanda John;amandajohn;None;None;UPC-Germany;31.03.2016;None;F;0;187.4;88.1;242.5
Anne Nagel;annenagel;None;BB;BVDK;19.09.2014;None;F;24;220.4;115.7;270
Uwe Kiefer;uwekiefer;None;HE;Germany-UA;14.12.2019;None;M;49;319.6;259;407.8
Otto Sallamon;ottosallamon;None;NRW;BVDK;24.06.2022;None;M;58;314.1;220.4;385.8
Jonas Knapp;jonasknapp;None;BW;BVDK;22.09.2019;None;M;0;270;203.9;374.8
Katharina Schaller;katharinaschaller;None;None;BVDK;28.04.2019;None;F;0;231.5;121.2;275.5
Ingo Cremer;ingocremer;None;None;GPU;25.04.2015;Germany;M;41;242.5;264.5;341.7
Tim Kistenfeger;timkistenfeger;None;BY;BVDK;06.10.2018;None;M;26;281.1;225.9;341.7
Stephanie Kroth;stephaniekroth;None;None;Germany-UA;15.12.2012;None;F;39;231.5;121.2;264.5
Sabine Wedel;sabinewedel;None;None;GDFPF;26.03.2016;None;F;22;198.4;121.2;253.5
Christian Stoebke;christianstoebke;None;NRW;BVDK;06.05.2017;Germany;M;40;330.7;225.9;424.4
Robert Schäfer;robertschafer;None;BW;BVDK;22.09.2019;None;M;0;308.6;220.4;413.3
Svitlana Mednikova;svitlanamednikova;None;None;GPU;09.02.2019;Germany;F;45;176.3;110.2;209.4
Jessica Moskopp;jessicamoskopp;None;NRW;Germany-UA;09.11.2018;None;F;29;181.8;115.7;242.5
Stefanie Thon;stefaniethon;None;HE;BVDK;20.05.2022;None;F;22;176.3;115.7;231.5
Juliane Wannemacher;julianewannemacher;None;HE;Germany-UA;16.12.2017;None;F;35;187.4;121.2;248
Nicole Basmer;nicolebasmer;None;NRW;BVDK;29.08.2015;None;F;26;165.3;77.1;248
Kyle Bragger;kylebragger;None;BE;Germany-UA;05.10.2015;None;M;0;330.7;211.6;385.8
Falco Rumpel;falcorumpel;None;None;WUAP-Germany;04.09.2021;None;M;32;330.7;248;396.8
Bernhard Rogge;bernhardrogge;None;None;BVDK;29.03.2019;None;M;65;336.2;237;407.8
Tim Wagner;timwagner;None;None;BVDK;30.04.2021;None;M;21;319.6;275.5;330.7
Sam Hintzen;samhintzen;None;NRW;BVDK;16.04.2016;None;M;24;352.7;275.5;407.8
Marco de Hoog;marcodehoog;None;BB;BVDK;14.02.2015;None;M;41;319.6;319.6;374.8
David Jurado;davidjurado;None;NRW;BVDK;09.09.2017;Germany;M;28;303.1;198.4;347.2
Hendrik Hofman;hendrikhofman;None;None;WPF;19.05.2018;Germany;M;21;286.6;292.1;341.7
Richard Jegg;richardjegg;None;HE;Germany-UA;16.12.2017;None;M;20;297.6;187.4;319.6
Nils Strutz;nilsstrutz;None;HE;Germany-UA;17.12.2016;Germany;M;29;308.6;192.9;330.7
Marius Jacob;mariusjacob;None;None;Germany-UA;21.12.2013;None;M;18;325.1;176.3;380.3
Max Gasteiger;maxgasteiger;None;None;BVDK;29.03.2019;None;M;23;242.5;181.8;297.6
Thomas Fischer;thomasfischer;None;None;WUAP;05.10.2016;Germany;M;40;264.5;209.4;319.6
Sebastian Kemper;sebastiankemper;None;NRW;BVDK;01.12.2019;None;M;0;330.7;220.4;374.8
Marie-Theres Junge;marietheresjunge;None;BE;Germany-UA;05.10.2015;None;F;0;170.8;115.7;214.9
Jona Wieder;jonawieder;None;NI;BVDK;16.11.2019;None;M;21;292.1;220.4;352.7
Michael Grünberg;michaelgrunberg;None;None;GDFPF;16.10.2021;Germany;M;55;187.4;159.8;314.1
Sybille Berndt;sybilleberndt;None;BB;BVDK;15.09.2012;None;F;53;220.4;143.3;253.5
Melanie Nowak;melanienowak;None;None;UPC-Germany;01.03.2017;None;F;0;187.4;110.2;253.5
Friederike Lorenz;friederikelorenz;None;HE;BVDK;20.05.2022;None;F;41;187.4;99.2;242.5
Foyil Dwight;foyildwight;None;None;Germany-UA;15.12.2012;None;M;41;308.6;231.5;374.8
Rainer Haußner;rainerhaussner;None;TH;BVDK;07.10.2017;Germany;M;56;308.6;286.6;374.8
Baris Gök;barisgok;None;HH;Germany-UA;09.10.2016;None;M;0;308.6;259;380.3
Alexander Dzhyoyer;alexanderdzhyoyer;None;None;Germany-UA;01.12.2005;None;M;21;242.5;176.3;319.6
Patrick Migon;patrickmigon;None;None;GPU;03.05.2014;None;M;22;286.6;242.5;330.7
Johanna Lenhard;johannalenhard;None;NRW;Germany-UA;04.10.2019;None;F;0;203.9;110.2;259
Wiebke Müller;wiebkemuller;None;NI;BVDK;24.07.2021;None;F;24;192.9;88.1;253.5
Alexandra Töpel;alexandratopel;None;TH;BVDK;30.11.2019;None;F;20;220.4;121.2;275.5
Evgenija Matsokina;evgenijamatsokina;None;NI;BVDK;01.06.2019;None;F;28;159.8;121.2;220.4
Marvin Radecker;marvinradecker;None;None;BVDK;28.04.2019;None;M;0;220.4;154.3;314.1
Janina Falsche;janinafalsche;None;HH;Germany-UA;09.10.2016;None;F;0;198.4;110.2;231.5
Michele di Girolamo;micheledigirolamo;None;None;Germany-UA;17.12.2011;None;M;21;253.5;203.9;374.8
Elisa Blesin;elisablesin;None;None;GPU;02.05.2022;Germany;F;20;181.8;99.2;225.9
Benjamin Mauske;benjaminmauske;None;BB;BVDK;12.09.2015;Germany;M;16;330.7;209.4;418.8
Hendrik Wobst #2;hendrikwobst2;None;TH;BVDK;24.08.2019;None;M;66;341.7;209.4;446.4
Petra Robeis;petrarobeis;None;BY;BVDK;23.10.2021;None;F;0;154.3;110.2;242.5
Kathrin Herold;kathrinherold;None;NRW;BVDK;15.07.2022;None;F;50;148.8;110.2;259
Bogdan Potapov;bogdanpotapov;None;None;GPU;31.07.2021;Germany;M;0;325.1;203.9;385.8
Volker Gunder;volkergunder;None;BB;BVDK;14.06.2014;None;M;46;308.6;308.6;418.8
Philip Weber;philipweber;None;HE;BVDK;20.05.2022;None;M;17;336.2;176.3;358.2
Christian Hötzel;christianhotzel;None;None;Germany-UA;19.12.2015;None;M;35;308.6;253.5;440.9
André Schober;andreschober;None;None;UPC-Germany;27.03.2015;Germany;M;30;374.8;264.5;418.8
Lauris Maarifat;laurismaarifat;None;HE;Germany-UA;14.12.2019;None;M;26;281.1;209.4;363.7
A. Stanik;astanik;None;QC;WPFG;26.06.2005;Germany;M;0;0;391.3;573.2
Holger Bindig;holgerbindig;None;NRW;BVDK;09.12.2018;Germany;M;48;297.6;292.1;319.6
Lukas Lüttmann;lukasluttmann;None;NRW;Germany-UA;09.11.2018;None;M;0;297.6;176.3;363.7
Anselm Jacobsohn;anselmjacobsohn;None;None;BVDK;29.08.2021;None;M;64;308.6;225.9;358.2
Jürgen Cech;jurgencech;None;BW;BVDK;22.09.2019;None;M;0;341.7;242.5;358.2
Maximilian Gawenat;maximiliangawenat;None;NRW;BVDK;06.09.2014;None;M;18;209.4;165.3;253.5
Kristine Feist;kristinefeist;None;BW;BVDK;22.09.2019;None;F;0;192.9;104.7;220.4
Egon Escher;egonescher;None;BB;BVDK;12.09.2015;Germany;M;60;242.5;231.5;308.6
Jannik Hartwich;jannikhartwich;None;MV;UPC-Germany;05.10.2019;None;M;0;264.5;187.4;374.8
Dirk Strohbeck;dirkstrohbeck;None;HE;Germany-UA;17.12.2016;None;M;20;303.1;225.9;352.7
Thomas Lange;thomaslange;None;BB;BVDK;12.09.2015;Germany;M;48;330.7;275.5;341.7
Kai Sieja;kaisieja;None;NRW;BVDK;27.08.2016;Germany;M;17;281.1;203.9;297.6
Yannick Schwarz;yannickschwarz;None;None;Germany-UA;21.12.2013;Germany;M;15;264.5;154.3;352.7
Alice Carry Hennig;alicecarryhennig;viking_tattoo_lady;None;GPU;02.05.2022;Germany;F;37;170.8;132.2;231.5
Ina Scholz;inascholz;None;SN;BVDK;10.10.2020;Germany;F;42;187.4;187.4;176.3
Alexey Krint;alexeykrint;None;TH;BVDK;24.02.2018;None;M;17;264.5;209.4;418.8
Silvia Krüger;silviakruger;None;HE;BVDK;17.08.2019;Germany;F;40;253.5;192.9;220.4
Carina Bizenberger;carinabizenberger;None;None;BVDK;29.03.2019;None;F;29;198.4;121.2;242.5
Colin Zajic;colinzajic;None;BB;BVDK;23.06.2018;Germany;M;18;308.6;181.8;407.8
Vladimir Gertner;vladimirgertner;None;None;GDFPF;02.03.2014;Germany;M;15;242.5;154.3;330.7
Eugen Weber;eugenweber;None;None;BVDK;30.10.2021;None;M;46;396.8;275.5;385.8
Ariane Bötel;arianebotel;None;None;BVDK;29.08.2021;None;F;42;220.4;148.8;319.6
Benjamin Koch;benjaminkoch;None;NI;BVDK;22.08.2015;None;M;32;369.2;198.4;374.8
Dany Brzinski;danybrzinski;None;BB;BVDK;16.09.2016;Germany;F;30;198.4;99.2;198.4
Tom Niclas Köcher;tomniclaskocher;None;TH;BVDK;08.10.2016;None;M;16;214.9;214.9;275.5
Amelie Storch;ameliestorch;None;None;GDFPF;21.10.2017;None;F;27;220.4;132.2;270
Fabio Zahn;fabiozahn;None;SN;BVDK;29.04.2017;None;M;18;242.5;165.3;374.8
Kirsten Schwade;kirstenschwade;None;None;PLH;08.03.2014;Germany;F;59;198.4;170.8;275.5
Lenz Kubitza;lenzkubitza;None;HE;Germany-UA;14.12.2019;None;M;20;275.5;220.4;396.8
Deborah Berthold;deborahberthold;None;HE;BVDK;20.05.2022;None;F;28;159.8;99.2;225.9
Detlef Krüger;detlefkruger;None;None;BVDK;09.09.2017;Germany;M;40;264.5;248;330.7
Jakob Wittig;jakobwittig;None;None;BVDK;28.04.2019;None;M;0;314.1;203.9;363.7
Frederic Berg;fredericberg;None;NRW;BVDK;29.08.2015;None;M;23;264.5;176.3;336.2
Jenny Nowak;jennynowak;None;NRW;Germany-UA;04.10.2019;None;F;0;198.4;93.7;209.4
Giti Godratmand;gitigodratmand;None;None;WDFPF;25.10.2019;Germany;F;55;170.8;93.7;220.4
Julija Meyer;julijameyer;None;HE;BVDK;02.11.2019;None;F;22;187.4;110.2;242.5
Dietrich Robin;dietrichrobin;None;HE;BVDK;30.11.2013;None;M;18;220.4;220.4;468.4
Elisa Meral Hundertmark;elisameralhundertmark;None;NRW;BVDK;09.09.2017;Germany;F;20;159.8;121.2;264.5
Pia Ahlers;piaahlers;None;NI;BVDK;01.06.2019;None;F;20;209.4;137.8;220.4
Sina Baumert;sinabaumert;None;NRW;BVDK;24.06.2022;None;F;34;198.4;121.2;231.5
Alicia Stefanie Schmitz;aliciastefanieschmitz;None;HE;Germany-UA;15.12.2018;None;F;19;192.9;82.6;225.9
Rico Martinez;ricomartinez;None;None;GRAWA;24.09.2011;Germany;M;0;0;396.8;507
Nancy Ihle;nancyihle;None;None;BVDK;29.03.2019;None;F;28;198.4;99.2;220.4
Johannes Schädlich;johannesschadlich;None;None;VGPF;14.06.2015;Germany;M;31;308.6;192.9;363.7
Matthias Müller;matthiasmuller;None;HE;BVDK;20.05.2022;None;M;28;297.6;209.4;396.8
Sabrina Ammann;sabrinaammann;None;BY;BVDK;06.10.2018;None;F;24;187.4;132.2;242.5
Valentin Hoffmann;valentinhoffmann;None;None;BVDK;25.07.2021;None;M;22;165.3;308.6;418.8
Marnie Koenen;marniekoenen;None;HE;Germany-UA;15.12.2018;None;F;39;209.4;121.2;253.5
Erwin Plewe;erwinplewe;None;HE;BVDK;12.05.2018;Germany;M;47;275.5;281.1;385.8
Julian Nolte;juliannolte;None;NRW;BVDK;27.04.2013;None;M;20;264.5;209.4;308.6
Christian Reinle;christianreinle;None;BW;BVDK;22.09.2019;None;M;0;220.4;352.7;308.6
Katharina Stöckler;katharinastockler;None;HE;Germany-UA;16.12.2017;None;F;24;198.4;104.7;192.9
Franzi Manko;franzimanko;None;None;GDFPF;21.10.2017;None;F;34;176.3;110.2;220.4
Viktoria Truschko;viktoriatruschko;None;NRW;BVDK;29.08.2015;None;F;22;187.4;82.6;181.8
Sibylle Berndt;sibylleberndt;None;BB;BVDK;03.09.2011;None;F;52;220.4;132.2;242.5
Marcel Schmidt;marcelschmidt;None;NI;BVDK;01.06.2019;Germany;M;35;314.1;214.9;352.7
Annika Kiefer;annikakiefer;None;None;BVDK;10.04.2022;Germany;F;26;176.3;143.3;220.4
Laura Bastos do Nascimento;laurabastosdonascimento;None;HE;Germany-UA;15.12.2018;None;F;24;198.4;121.2;248
Fintan Neidlinger;fintanneidlinger;None;BY;BVDK;06.10.2018;None;M;22;286.6;198.4;352.7
Jolien Steiner;joliensteiner;None;BY;BVDK;16.03.2019;None;F;16;253.5;137.8;297.6
Woitek Kaminski;woitekkaminski;None;None;UPC-Germany;01.03.2017;None;M;0;242.5;220.4;374.8
Denny Gerschel;dennygerschel;None;TH;BVDK;22.04.2017;None;M;15;264.5;176.3;308.6
Manuel Krönke;manuelkronke;None;BW;BVDK;18.12.2021;None;M;20;275.5;220.4;374.8
Natalie Oppenhäuser;natalieoppenhauser;None;BB;BVDK;15.09.2012;None;F;22;198.4;110.2;253.5
Niels Daniel;nielsdaniel;None;NI;BVDK;28.04.2018;Germany;M;20;176.3;137.8;281.1
Dmitry Shipunov;dmitryshipunov;None;HE;BVDK;27.09.2014;None;M;18;308.6;198.4;385.8
Jeanine Serwatka;jeanineserwatka;None;NRW;BVDK;09.09.2017;Germany;F;22;176.3;104.7;275.5
Albert Kocikowski;albertkocikowski;None;None;BVDK;12.10.2017;Germany;M;16;352.7;225.9;341.7
Penelope Cantrell-Gann;penelopecantrellgann;None;None;GDFPF;16.10.2021;None;F;47;137.8;82.6;214.9
Miriam Trillhaas;miriamtrillhaas;mooncracker180;BY;BVDK;20.10.2018;None;F;16;225.9;121.2;253.5
Max Ebersberger;maxebersberger;None;None;GRAWA;10.09.2011;None;M;0;352.7;0;529.1
David Wietmaier;davidwietmaier;None;BB;BVDK;19.09.2014;None;M;16;203.9;203.9;325.1
Rosa Zink;rosazink;None;BY;BVDK;27.07.2019;None;F;27;231.5;115.7;253.5
Frank Wojahn;frankwojahn;None;BB;BVDK;12.09.2015;Germany;M;50;325.1;264.5;330.7
Marc Doraszelski;marcdoraszelski;None;BY;BVDK;06.10.2018;None;M;23;314.1;209.4;347.2
Maja Schmidt;majaschmidt;None;None;GDFPF;16.10.2021;Germany;F;18;176.3;121.2;220.4
Hannah Kannowsky;hannahkannowsky;None;BY;BVDK;14.12.2019;None;F;19;154.3;110.2;187.4
Valentina Gaukel;valentinagaukel;None;BW;BVDK;29.04.2017;None;F;21;165.3;93.7;203.9
Phuong Trinh;phuongtrinh;None;NI;BVDK;16.11.2019;None;F;17;165.3;77.1;220.4
Simon Geiger;simongeiger;None;None;GDFPF;02.03.2014;Germany;M;18;264.5;209.4;286.6
Paul Torres;paultorres;None;NRW;BVDK;12.05.2012;None;M;23;264.5;187.4;352.7
Camillo Löffler;camilloloffler;None;NRW;BVDK;27.04.2013;None;M;0;231.5;187.4;330.7
Johannes Pfundmeier;johannespfundmeier;None;None;GDFPF;05.04.2015;None;M;23;264.5;198.4;352.7
Tristan Lüchtenborg;tristanluchtenborg;None;NRW;BVDK;24.06.2022;None;M;17;242.5;181.8;297.6
Birger Liedtke;birgerliedtke;None;None;GRAWA;24.09.2011;Germany;M;50;0;286.6;617.3
Sophia Schramm;sophiaschramm;None;BY;BVDK;12.05.2018;Germany;F;23;170.8;115.7;192.9
Bernd Beyer;berndbeyer;None;None;PAGermany;28.04.2017;Germany;M;49;352.7;242.5;352.7
Maria Rathjen;mariarathjen;None;HH;Germany-UA;09.10.2016;None;F;0;198.4;82.6;242.5
Alice Rose Teschabaioglu;aliceroseteschabaioglu;None;HE;Germany-UA;15.12.2018;None;F;26;181.8;110.2;253.5
Frank Eser;frankeser;None;BW;BVDK;18.12.2021;None;M;41;237;143.3;330.7
Murat Leidecker;muratleidecker;None;BB;BVDK;11.06.2016;Germany;M;16;237;187.4;308.6
Lisa Wiegand;lisawiegand;None;BB;BVDK;12.09.2015;Germany;F;22;187.4;99.2;253.5
David Rothermund;davidrothermund;None;None;GPU;02.05.2022;Germany;M;20;275.5;176.3;308.6
Claudia Stöbe;claudiastobe;None;None;PAGermany;28.04.2017;Germany;F;50;132.2;88.1;253.5
Lino Marschall;linomarschall;None;BY;BVDK;12.05.2018;Germany;M;17;264.5;192.9;374.8
Torben Hans Schilling;torbenhansschilling;None;None;BVDK;12.10.2017;Germany;M;15;319.6;181.8;358.2
Peter Sammrey;petersammrey;None;None;GRAWA;10.09.2011;Germany;M;0;485;0;512.5
Lena Holtzhauer;lenaholtzhauer;None;NI;BVDK;16.11.2019;None;F;18;181.8;99.2;264.5
Eren Kagadar;erenkagadar;None;None;Germany-UA;17.12.2011;None;M;0;198.4;176.3;292.1
U. Heinrich;uheinrich;None;QC;WPFG;26.06.2005;Germany;M;0;0;413.3;518.1
Anna Slawik;annaslawik;None;BY;UPC-Germany;30.09.2017;None;F;0;176.3;93.7;220.4
Charlotte Zeuch;charlottezeuch;None;BW;BVDK;18.12.2021;None;F;21;176.3;104.7;220.4
Ondre Uhligg;ondreuhligg;None;None;GRAWA;24.09.2011;None;M;0;0;352.7;573.2
Eva Stadler;evastadler;None;TH;BVDK;07.10.2017;None;F;31;148.8;88.1;214.9
Hartmut Wiechert;hartmutwiechert;None;MV;BVDK;21.09.2019;Germany;M;72;275.5;209.4;374.8
Lucas Dennhardt;lucasdennhardt;None;TH;BVDK;23.04.2016;None;M;17;231.5;209.4;330.7
Sean Siebentaler;seansiebentaler;None;ST;BVDK;23.09.2017;None;M;15;259;170.8;286.6
Magnus Erley;magnuserley;None;NRW;BVDK;16.04.2016;None;M;23;297.6;220.4;374.8
Patrick Probst;patrickprobst;None;BW;BVDK;22.09.2019;None;M;0;308.6;209.4;330.7
Clayton Carlos;claytoncarlos;None;HH;Germany-UA;09.10.2016;None;M;0;248;165.3;325.1
Marvin Filz;marvinfilz;None;NRW;BVDK;26.09.2020;None;M;17;259;165.3;330.7
Hannah Hoppe;hannahhoppe;None;None;GPU;01.02.2020;Germany;F;19;253.5;121.2;275.5
Julina Schutta;julinaschutta;None;HE;BVDK;15.08.2020;Germany;F;26;220.4;104.7;297.6
Paul Friedel;paulfriedel;None;SN;BVDK;24.11.2018;None;M;19;220.4;176.3;319.6
Judith Gohla;judithgohla;None;BE;Germany-UA;05.10.2015;None;F;0;198.4;99.2;220.4
Frederik Kramer;frederikkramer;None;HE;BVDK;20.05.2022;None;M;17;264.5;214.9;440.9
André Mendyka;andremendyka;None;TH;BVDK;30.05.2015;None;M;17;308.6;187.4;341.7
Maike Upmann;maikeupmann;None;HH;Germany-UA;01.09.2017;None;F;0;231.5;132.2;253.5
Oliver Franz Ehrnsperger;oliverfranzehrnsperger;None;BY;BVDK;03.08.2019;None;M;15;231.5;159.8;286.6
Fabian Grede;fabiangrede;None;None;Germany-UA;21.12.2013;None;M;22;286.6;242.5;374.8
Sebastian Lösel;sebastianlosel;None;ST;BVDK;25.02.2017;None;M;18;330.7;225.9;385.8
Shirley Zapf;shirleyzapf;None;None;BVDK;28.04.2019;None;F;0;181.8;93.7;220.4
Krüger Detlef;krugerdetlef;None;BB;BVDK;19.09.2014;Germany;M;60;275.5;220.4;308.6
Moritz Harte;moritzharte;None;NI;BVDK;24.07.2021;None;M;18;275.5;203.9;330.7
Frank Mucke;frankmucke;None;None;GRAWA;10.09.2011;Germany;M;0;363.7;0;551.1
Lukas Härtel;lukashartel;None;TH;BVDK;08.10.2016;None;M;23;330.7;214.9;341.7
Stephan Rodemeier;stephanrodemeier;None;NI;BVDK;16.11.2019;None;M;28;330.7;231.5;341.7
Rika Kleinelsen;rikakleinelsen;None;NRW;BVDK;25.04.2015;None;F;0;225.9;132.2;209.4
Benjamin Knop;benjaminknop;None;NRW;BVDK;05.05.2018;Germany;M;0;286.6;198.4;407.8
Maike Schellert;maikeschellert;None;HH;Germany-UA;01.09.2017;None;F;0;170.8;110.2;209.4
Rudolf Pleithner;rudolfpleithner;None;BY;BVDK;27.10.2018;Germany;M;56;220.4;225.9;242.5
Chantal Bolte;chantalbolte;None;NI;BVDK;28.04.2018;Germany;F;16;203.9;93.7;209.4
Jürgen Riedl;jurgenriedl;None;None;Germany-UA;01.12.2005;None;M;0;264.5;176.3;352.7
Daniela Slopp;danielaslopp;None;HH;Germany-UA;09.10.2016;None;F;0;198.4;104.7;220.4
Adnan Chaudhry;adnanchaudhry;None;HE;BVDK;02.11.2019;None;M;16;270;165.3;358.2
J. Triantafüllidis;jtriantafullidis;None;None;Germany-UA;09.12.2006;None;M;0;242.5;242.5;330.7
Simone Hobbie;simonehobbie;None;NRW;WPC-Germany;04.09.2020;None;M;0;253.5;132.2;297.6
Michelle Krauße;michellekrausse;None;NRW;BVDK;16.04.2016;None;F;0;148.8;110.2;231.5
Tobias Höcherl;tobiashocherl;None;None;GPU;31.07.2021;Germany;M;0;264.5;192.9;314.1
Clarissa Konsdorf;clarissakonsdorf;None;NRW;BVDK;12.10.2019;Germany;F;22;220.4;121.2;242.5
Payam Ghalehdar;payamghalehdar;None;NRW;BVDK;25.04.2015;None;M;0;286.6;170.8;330.7
Janina Huber;janinahuber;None;None;BVDK;29.09.2021;None;F;29;192.9;126.7;242.5
Marco Pieper;marcopieper;None;HE;Germany-UA;14.12.2019;None;M;28;297.6;176.3;352.7
Alexander von Berlepsch;alexandervonberlepsch;None;TH;BVDK;30.05.2015;None;M;0;264.5;170.8;330.7
Michael Kelka;michaelkelka;None;NI;BVDK;01.06.2019;None;M;35;264.5;176.3;363.7
Moritz Alber;moritzalber;None;ST;BVDK;17.10.2020;None;M;14;259;165.3;308.6
Rüdiger Schneider;rudigerschneider;None;None;GDFPF;16.10.2021;Germany;M;62;231.5;198.4;352.7
Ronja Epping;ronjaepping;None;HE;BVDK;20.05.2022;None;F;21;176.3;88.1;231.5
Juan Carlos Birnbacher;juancarlosbirnbacher;None;HE;Germany-UA;17.12.2016;None;M;25;358.2;275.5;374.8
Philipp Zizow;philippzizow;None;NRW;BVDK;05.05.2018;Germany;M;0;286.6;187.4;396.8
Theresa Linke;theresalinke;None;TH;BVDK;02.02.2019;None;F;24;176.3;110.2;220.4
Sabrina Brandt;sabrinabrandt;None;None;WUAP-Germany;06.05.2022;Germany;F;38;220.4;181.8;264.5
Bernd Bayer;berndbayer;None;None;WPF;19.05.2018;Germany;M;50;352.7;231.5;341.7
Tobias Pommeranz;tobiaspommeranz;None;BY;BVDK;20.10.2018;None;M;15;242.5;192.9;385.8
Paul Scholz;paulscholz;None;ST;BVDK;17.10.2020;None;M;15;286.6;187.4;319.6
Calvin Cremer;calvincremer;None;NRW;BVDK;12.10.2019;Germany;M;15;308.6;198.4;319.6
Jurgen Luxem;jurgenluxem;None;None;GDFPF;16.10.2021;Germany;M;50;198.4;209.4;352.7
Bernhardt Rogge;bernhardtrogge;None;BB;BVDK;23.06.2018;Germany;M;64;297.6;231.5;374.8
Michelle Herteux;michelleherteux;None;None;BVDK;30.10.2021;None;F;27;187.4;110.2;231.5
Frank Wojhan;frankwojhan;None;BB;BVDK;19.09.2014;None;M;50;308.6;242.5;330.7
Sandro Kofler;sandrokofler;None;BY;BVDK;06.10.2018;None;M;25;231.5;209.4;341.7
Lilly Hofstadt;lillyhofstadt;None;None;GPU;01.02.2020;Germany;F;31;176.3;82.6;198.4
Alexandra Weiß;alexandraweiss;None;None;GRAWA;10.09.2011;None;F;0;198.4;0;264.5
Caroline Keulerz;carolinekeulerz;None;NRW;BVDK;16.04.2016;None;F;19;176.3;99.2;198.4
Birgit Schell;birgitschell;None;BY;BVDK;14.12.2019;None;F;45;181.8;110.2;264.5
